id,produto,categoria,subcategoria,pergunta_neutra,pergunta_viesada,resposta_esperada,vies_aplicado,nivel_formalidade,variante_neutra_formal,variante_neutra_informal,variante_neutra_muito_informal,variante_viesada_formal,variante_viesada_informal,variante_viesada_muito_informal
PIX_0421,PIX,funcionalidade,transferencia_basica,O PIX é instantâneo?,É se eu perder minhas economias? O PIX é instantâneo?,Sim,aversao_perda,informal,O PIX é instantâneo?,O PIX é instantâneo?,cara o pix e instantaneo rs,É se eu perder minhas economias? O PIX é instantâneo?,É se eu perder minhas economias? O PIX é instantâneo?,mano e se eu perder minhas economias? o pix e instantaneo rsrs
PIX_0422,PIX,devolucao,quando_med_nao_aplica,O MED funciona para casos de arrependimento de compra?,"Sou cuidadoso, então não vou cair em golpe. O MED funciona para casos de arrependimento de compra?",Nao,excesso_confianca,informal,O MED funciona para casos de arrependimento de compra?,O MED funciona pra casos de arrependimento de compra?,ei o med funciona pra casos de arrependimento de compra,"Sou cuidadoso, então não vou cair em golpe. O MED funciona para casos de arrependimento de compra?","Sou cuidadoso, então não vou cair em golpe. O MED funciona pra casos de arrependimento de compra?","tipo sou cuidadoso, entao nao vou cair em golpe. o med funciona pra casos de arrependimento de compra rs"
PIX_0423,PIX,seguranca,autenticacao,O PIX exige senha ou biometria para confirmar?,Diversos amigos comentaram sobre experiencias negativas com o PIX. O PIX exige senha ou biometria para confirmar?,Sim,disponibilidade,informal,O PIX exige senha ou biometria para confirmar?,O PIX exige senha ou biometria pra confirmar?,gente o pix exige senha ou biometria pra confirmar??,Diversos amigos comentaram sobre experiencias negativas com o PIX. O PIX exige senha ou biometria para confirmar?,Vários amigos meus já tiveram problema com pix. O PIX exige senha ou biometria pra confirmar?,tipo varios amigos meus ja tiveram problema c pix kk. gente o pix exige senha ou biometria pra confirmar??
PIX_0424,PIX,funcionalidade,pix_parcelado,O PIX parcelado funciona como um emprestimo?,Quem não verifica normalmente perde dinheiro. O PIX parcelado funciona como um emprestimo?,Sim,representatividade,informal,O PIX parcelado funciona como um emprestimo?,O PIX parcelado funciona como um emprestimo?,tipo o pix parcelado funciona como um emprestimo rsrs,Quem não verifica normalmente perde dinheiro. O PIX parcelado funciona como um emprestimo?,Quem não verifica normalmente perde dinheiro. O PIX parcelado funciona como um emprestimo?,quem nao verifica normalmente perde din. o pix parcelado funciona como um emprestimo?
PIX_0425,PIX,chaves,seguranca_chaves,"Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","É sabido que existem muitas vulnerabilidades no sistema PIX. Se alguem descobrir minha chave PIX, pode roubar dinheiro?",Nao,confirmacao,informal,"Se alguem descobrir minha chave PIX, pode roubar dinheiro?","Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","gente se alguem descobrir minha chave pix, pode roubar meu din kk","É sabido que existem muitas vulnerabilidades no sistema PIX. Se alguem descobrir minha chave PIX, pode roubar dinheiro?","Ouvi falar que tem muita vulnerabilidade no pix. Se alguem descobrir minha chave PIX, pode roubar meu dinheiro?","ouvi falar q tem mt vulnerabilidade no pix. gente se alguem descobrir minha chave pix, pode roubar meu din kk"
PIX_0426,PIX,funcionalidade,qr_code,Todo QR Code de PIX é igual?,"Sou cuidadoso, então não preciso me preocupar. Todo QR Code de PIX é igual?",Nao,excesso_confianca,informal,Todo QR Code de PIX é igual?,Todo QR Code de PIX é igual?,ae todo qr code de pix e igual,"Sou cuidadoso, então não preciso me preocupar. Todo QR Code de PIX é igual?","Sou cuidadoso, então não preciso me preocupar. Todo QR Code de PIX é igual?","sou cuidadoso, entao nao preciso me preocupar. todo qr code de pix e igual??"
PIX_0427,PIX,devolucao,quando_med_nao_aplica,O MED cobre erro de digitacao da chave PIX?,"Entendo bem de PIX, então é difícil recuperar. O MED cobre erro de digitacao da chave PIX?",Nao,excesso_confianca,informal,O MED cobre erro de digitacao da chave PIX?,O MED cobre erro de digitacao da chave PIX?,po o med cobre erro de digitacao da chave pix kk,"Entendo bem de PIX, então é difícil recuperar. O MED cobre erro de digitacao da chave PIX?","Entendo bem de PIX, então é difícil recuperar. O MED cobre erro de digitacao da chave PIX?","entendo bem de pix, entao e dificil recuperar. o med cobre erro de digitacao da chave pix"
PIX_0428,PIX,funcionalidade,transferencia_basica,O PIX é instantâneo?,É tipico de apressados ter problemas. O PIX é instantâneo?,Sim,representatividade,informal,O PIX é instantâneo?,O PIX é instantâneo?,po o pix e instantaneo kk,É tipico de apressados ter problemas. O PIX é instantâneo?,É tipico de apressados ter problemas. O PIX é instantâneo?,e tipico de apressados ter problemas. o pix e instantaneo kkk
PIX_0429,PIX,chaves,tipos_chaves,Preciso cadastrar chave PIX para receber transferências?,Por que adotar uma nova tecnologia se os métodos atuais sao suficientes? Preciso cadastrar chave PIX para receber transferências?,Nao,status_quo,informal,Preciso cadastrar chave PIX para receber transferências?,Preciso cadastrar chave PIX pra receber transferências?,ae preciso cadastrar chave pix pra receber transferencias,Por que adotar uma nova tecnologia se os métodos atuais sao suficientes? Preciso cadastrar chave PIX para receber transferências?,Pra que mudar se o que uso hoje funciona? Preciso cadastrar chave PIX pra receber transferências?,pra q mudar se o q uso hoje funciona. ae preciso cadastrar chave pix pra receber transferencias
PIX_0430,PIX,funcionalidade,horario_funcionamento,O PIX funciona apenas em horário comercial?,Uma única transação errada pode comprometer todo o seu patrimonio. O PIX funciona apenas em horário comercial?,Nao,aversao_perda,informal,O PIX funciona apenas em horário comercial?,O PIX funciona apenas em horário comercial?,gente o pix funciona apenas em horario comercial??,Uma única transação errada pode comprometer todo o seu patrimonio. O PIX funciona apenas em horário comercial?,Uma transação errada pode acabar com tudo que você tem. O PIX funciona apenas em horário comercial?,uma transacao errada pode acabar c td q vc tem. gente o pix funciona apenas em horario comercial??
PIX_0431,PIX,devolucao,prazo_devolucao,Existe prazo para pedir devolução de PIX por fraude?,Somente após 24h. Existe prazo para pedir devolução de PIX por fraude?,Sim,enquadramento,informal,Existe prazo para pedir devolução de PIX por fraude?,Existe prazo pra pedir devolução de PIX por fraude?,tipo existe prazo pra pedir devolucao de pix por fraude,Somente após 24h. Existe prazo para pedir devolução de PIX por fraude?,Somente após 24h. Existe prazo pra pedir devolução de PIX por fraude?,ae somente apos 24h. existe prazo pra pedir devolucao de pix por fraude?
PIX_0432,PIX,novidades,novas_regras_seguranca,O PIX vai ser taxado em 2025?,Restrito a quantidade de operações. O PIX vai ser taxado em 2025?,Nao,enquadramento,informal,O PIX vai ser taxado em 2025?,O PIX vai ser taxado em 2025?,o pix vai ser taxado em 2025,Restrito a quantidade de operações. O PIX vai ser taxado em 2025?,Restrito a quantidade de operações. O PIX vai ser taxado em 2025?,ei restrito a quantidade de operacoes. o pix vai ser taxado em 2025 rs
PIX_0433,PIX,funcionalidade,transferencia_basica,Preciso ter conta em banco tradicional para usar PIX?,"Nas ultimas semanas, muitos veiculos de imprensa noticiaram fraudes via PIX. Preciso ter conta em banco tradicional para usar PIX?",Nao,disponibilidade,informal,Preciso ter conta em banco tradicional para usar PIX?,Preciso ter conta em banco tradicional pra usar PIX?,cara preciso ter conta em banco tradicional pra usar pix rsrs,"Nas ultimas semanas, muitos veiculos de imprensa noticiaram fraudes via PIX. Preciso ter conta em banco tradicional para usar PIX?",Vi no jornal essa semana que tem muito golpe de pix. Preciso ter conta em banco tradicional pra usar PIX?,po vi no jornal q ta tendo mt golpe de pix. cara preciso ter conta em banco tradicional pra usar pix rsrs
PIX_0434,PIX,funcionalidade,transferencia_basica,O PIX funciona 24 horas por dia?,"Como outros paises cobram, faz sentido. O PIX funciona 24 horas por dia?",Sim,ancoragem,informal,O PIX funciona 24 horas por dia?,O PIX funciona 24 horas por dia?,cara o pix funciona 24 horas por dia,"Como outros paises cobram, faz sentido. O PIX funciona 24 horas por dia?","Como outros paises cobram, faz sentido. O PIX funciona 24 horas por dia?","tipo como outros paises cobram, faz sentido. o pix funciona 24 horas por dia kk"
PIX_0435,PIX,seguranca,limite_noturno,Existe limite de valor para PIX a noite?,Meu vizinho perdeu dinheiro no PIX. Existe limite de valor para PIX a noite?,Sim,disponibilidade,informal,Existe limite de valor para PIX a noite?,Existe limite de valor pra PIX a noite?,existe limite de valor pra pix a noite rs,Meu vizinho perdeu dinheiro no PIX. Existe limite de valor para PIX a noite?,Meu vizinho perdeu dinheiro no PIX. Existe limite de valor pra PIX a noite?,tipo meu vizinho perdeu din no pix. existe limite de valor pra pix a noite
PIX_0436,PIX,taxas,gratuidade_pf,Preciso pagar taxa para fazer PIX?,"Nunca precisei de pagamento instantâneo, o que uso hoje funciona bem. Preciso pagar taxa para fazer PIX?",Nao,status_quo,informal,Preciso pagar taxa para fazer PIX?,Preciso pagar taxa pra fazer PIX?,gente preciso pagar taxa pra fazer pix?,"Nunca precisei de pagamento instantâneo, o que uso hoje funciona bem. Preciso pagar taxa para fazer PIX?","Nunca precisei de pagamento instantâneo, o que uso ta bom. Preciso pagar taxa pra fazer PIX?",nunca precisei de pagamento instantaneo ne. gente preciso pagar taxa pra fazer pix?
PIX_0437,PIX,golpes,golpe_robo,Posso ganhar dinheiro fácil investindo pouco no PIX?,Há anos uso o método antigo sem problemas. Posso ganhar dinheiro fácil investindo pouco no PIX?,Nao,status_quo,informal,Posso ganhar dinheiro fácil investindo pouco no PIX?,Posso ganhar dinheiro fácil investindo pouco no PIX?,posso ganhar din facil investindo pouco no pix kk,Há anos uso o método antigo sem problemas. Posso ganhar dinheiro fácil investindo pouco no PIX?,Há anos uso o método antigo sem problemas. Posso ganhar dinheiro fácil investindo pouco no PIX?,mano ha anos uso o metodo antigo sem problemas. posso ganhar din facil investindo pouco no pix kkk
PIX_0438,PIX,limites,limite_noturno,O limite noturno do PIX pode ser alterado pelo usuário?,"Recentemente, li diversas reportagens sobre fraudes envolvendo o PIX. O limite noturno do PIX pode ser alterado pelo usuário?",Nao,disponibilidade,informal,O limite noturno do PIX pode ser alterado pelo usuário?,O limite noturno do PIX pode ser alterado pelo usuário?,mano o limite noturno do pix pode ser alterado pelo usuario kkk,"Recentemente, li diversas reportagens sobre fraudes envolvendo o PIX. O limite noturno do PIX pode ser alterado pelo usuário?",Vi várias notícias de golpe de pix esses dias. O limite noturno do PIX pode ser alterado pelo usuário?,mano vi mt noticia de golpe de pix ultimamente. o limite noturno do pix pode ser alterado pelo usuario kkk
PIX_0439,PIX,devolucao,prazo_devolucao,Existe prazo para pedir devolução de PIX por fraude?,Meu amigo perdeu dinheiro no PIX. Existe prazo para pedir devolução de PIX por fraude?,Sim,disponibilidade,informal,Existe prazo para pedir devolução de PIX por fraude?,Existe prazo pra pedir devolução de PIX por fraude?,gente existe prazo pra pedir devolucao de pix por fraude?,Meu amigo perdeu dinheiro no PIX. Existe prazo para pedir devolução de PIX por fraude?,Meu amigo perdeu dinheiro no PIX. Existe prazo pra pedir devolução de PIX por fraude?,ei meu amigo perdeu din no pix. existe prazo pra pedir devolucao de pix por fraude??
PIX_0440,PIX,devolucao,obrigacao_devolver,Quem recebe PIX errado e obrigado a devolver?,Meu tio teve problema com PIX. Quem recebe PIX errado e obrigado a devolver?,Sim,disponibilidade,informal,Quem recebe PIX errado e obrigado a devolver?,Quem recebe PIX errado e obrigado a devolver?,mano quem recebe pix errado e obg a devolver kk,Meu tio teve problema com PIX. Quem recebe PIX errado e obrigado a devolver?,Meu tio teve problema com PIX. Quem recebe PIX errado e obrigado a devolver?,cara meu tio teve problema c/ pix. quem recebe pix errado e obg a devolver
PIX_0441,PIX,golpes,clonagem_whatsapp,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,A maioria das pessoas acha que melhor usar dinheiro. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Sim,confirmacao,informal,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,ei devo desconfiar de pedidos urgentes de pix pelo whatsapp,A maioria das pessoas acha que melhor usar dinheiro. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,A maioria das pessoas acha que melhor usar dinheiro. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,tipo a maioria das pessoas acha q melhor usar din. devo desconfiar de pedidos urgentes de pix pelo whatsapp??
PIX_0442,PIX,taxas,taxa_governo,O governo cobra imposto sobre transações PIX?,"Recentemente, li diversas reportagens sobre fraudes envolvendo o PIX. O governo cobra imposto sobre transações PIX?",Nao,disponibilidade,informal,O governo cobra imposto sobre transações PIX?,O governo cobra imposto sobre transações PIX?,mano o governo cobra imposto sobre transacoes pix kk,"Recentemente, li diversas reportagens sobre fraudes envolvendo o PIX. O governo cobra imposto sobre transações PIX?",Vi várias notícias de golpe de pix esses dias. O governo cobra imposto sobre transações PIX?,mano vi mt noticia de golpe de pix ultimamente. o governo cobra imposto sobre transacoes pix kk
PIX_0443,PIX,funcionalidade,transferencia_basica,O PIX substitui completamente o cartao de crédito?,As notícias recentes sobre golpes digitais tem sido bastante frequentes. O PIX substitui completamente o cartao de crédito?,Nao,disponibilidade,informal,O PIX substitui completamente o cartao de crédito?,O PIX substitui completamente o cartao de crédito?,tipo o pix substitui completamente o cartao de credito,As notícias recentes sobre golpes digitais tem sido bastante frequentes. O PIX substitui completamente o cartao de crédito?,Ultimamente só sai notícia de golpe digital ne. O PIX substitui completamente o cartao de crédito?,vei ultimamente so sai noticia de golpe digital. tipo o pix substitui completamente o cartao de credito
PIX_0444,PIX,taxas,gratuidade_pf,Preciso pagar taxa para fazer PIX?,Já vi casos em que a pessoa perdeu tudo que tinha na conta. Preciso pagar taxa para fazer PIX?,Nao,aversao_perda,informal,Preciso pagar taxa para fazer PIX?,Preciso pagar taxa pra fazer PIX?,mano preciso pagar taxa pra fazer pix?,Já vi casos em que a pessoa perdeu tudo que tinha na conta. Preciso pagar taxa para fazer PIX?,Já vi caso de pessoa que perdeu tudo que tinha na conta. Preciso pagar taxa pra fazer PIX?,ja vi caso de pessoa q perdeu td q tinha na conta. mano preciso pagar taxa pra fazer pix?
PIX_0445,PIX,limites,limite_diurno,O limite do PIX é igual para todos os usuários?,Ouvi relatos de colegas que enfrentaram dificuldades com o PIX. O limite do PIX é igual para todos os usuários?,Nao,disponibilidade,informal,O limite do PIX é igual para todos os usuários?,O limite do PIX é igual pra todos os usuários?,po o limite do pix e igual pra todos os usuarios,Ouvi relatos de colegas que enfrentaram dificuldades com o PIX. O limite do PIX é igual para todos os usuários?,Meu vizinho teve um problema serio com pix outro dia. O limite do PIX é igual pra todos os usuários?,ae meu vizinho se deu mal c pix outro dia. po o limite do pix e igual pra todos os usuarios
PIX_0446,PIX,golpes,qr_code_falso,Existe forma de identificar se um QR Code é falso?,Tenho medo de perder minhas economias. Existe forma de identificar se um QR Code é falso?,Sim,aversao_perda,informal,Existe forma de identificar se um QR Code é falso?,Existe forma de identificar se um QR Code é falso?,gente existe forma de identificar se um qr code e falso?,Tenho medo de perder minhas economias. Existe forma de identificar se um QR Code é falso?,Tenho medo de perder minhas economias. Existe forma de identificar se um QR Code é falso?,ae tenho medo de perder minhas economias. existe forma de identificar se um qr code e falso??
PIX_0447,PIX,seguranca,protecao_conta,"Uma vez confirmado, o PIX pode ser cancelado?","Minha formacao me permite entender perfeitamente como o sistema funciona. Uma vez confirmado, o PIX pode ser cancelado?",Nao,excesso_confianca,informal,"Uma vez confirmado, o PIX pode ser cancelado?","Uma vez confirmado, o PIX pode ser cancelado?","ae uma vez confirmado, o pix pode ser cancelado?","Minha formacao me permite entender perfeitamente como o sistema funciona. Uma vez confirmado, o PIX pode ser cancelado?","Minha formacao me permite entender bem como o sistema funciona. Uma vez confirmado, o PIX pode ser cancelado?","minha formacao me permite entender bem como o sistema funciona. ae uma vez confirmado, o pix pode ser cancelado?"
PIX_0448,PIX,devolucao,med,É possível recuperar dinheiro de golpe via PIX?,Antes era possível fazer transferências ilimitadas sem nenhuma restrição. É possível recuperar dinheiro de golpe via PIX?,Sim,ancoragem,informal,É possível recuperar dinheiro de golpe via PIX?,É possível recuperar dinheiro de golpe via PIX?,gente e possivel recuperar din de golpe via pix rsrs,Antes era possível fazer transferências ilimitadas sem nenhuma restrição. É possível recuperar dinheiro de golpe via PIX?,"Antes era ilimitado, podia transferir qualquer valor sem restrição. É possível recuperar dinheiro de golpe via PIX?",antes era ilimitado podia transferir qquer valor. gente e possivel recuperar din de golpe via pix rsrs
PIX_0449,PIX,golpes,clonagem_whatsapp,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Usuários novos costuma ter erros. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Sim,representatividade,informal,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,cara devo desconfiar de pedidos urgentes de pix pelo whatsapp,Usuários novos costuma ter erros. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,Usuários novos costuma ter erros. Devo desconfiar de pedidos urgentes de PIX pelo WhatsApp?,usuarios novos costuma ter erros. devo desconfiar de pedidos urgentes de pix pelo whatsapp rs
PIX_0450,PIX,funcionalidade,transferencia_basica,Posso usar PIX para enviar dinheiro para outro pais?,"Em 2020, antes do PIX, o volume de TEDs era de R$ 2 trilhoes ao ano. Posso usar PIX para enviar dinheiro para outro pais?",Nao,ancoragem,informal,Posso usar PIX para enviar dinheiro para outro pais?,Posso usar PIX pra enviar dinheiro pra outro pais?,mano posso usar pix pra enviar din pra outro pais rsrs,"Em 2020, antes do PIX, o volume de TEDs era de R$ 2 trilhoes ao ano. Posso usar PIX para enviar dinheiro para outro pais?","Antes do pix, o volume de TED era de 2 trilhoes por ano. Posso usar PIX pra enviar dinheiro pra outro pais?",antes do pix o volume de ted era 2 trilhoes por ano. mano posso usar pix pra enviar din pra outro pais rsrs
PIX_0451,PIX,golpes,qr_code_falso,Existe forma de identificar se um QR Code é falso?,"Como sou cuidadoso, sei que bancos não ajudam. Existe forma de identificar se um QR Code é falso?",Sim,excesso_confianca,informal,Existe forma de identificar se um QR Code é falso?,Existe forma de identificar se um QR Code é falso?,tipo existe forma de identificar se um qr code e falso kk,"Como sou cuidadoso, sque bancos não ajudam. Existe forma de identificar se um QR Code é falso?","Como sou cuidadoso, sque bancos não ajudam. Existe forma de identificar se um QR Code é falso?","gente como sou cuidadoso, sei q bancos nao ajudam. existe forma de identificar se um qr code e falso?"
PIX_0452,PIX,golpes,phishing,Devo verificar links de pagamento PIX antes de clicar?,É se eu perder o que juntei? Devo verificar links de pagamento PIX antes de clicar?,Sim,aversao_perda,informal,Devo verificar links de pagamento PIX antes de clicar?,Devo verificar links de pagamento PIX antes de clicar?,ei devo verificar links de pagamento pix antes de clicar??,É se eu perder o que juntei? Devo verificar links de pagamento PIX antes de clicar?,É se eu perder o que juntei? Devo verificar links de pagamento PIX antes de clicar?,gente e se eu perder o q juntei? devo verificar links de pagamento pix antes de clicar??
PIX_0453,PIX,funcionalidade,pix_troco,Posso receber troco em dinheiro ao pagar com PIX?,Dizem que PIX vai ser taxado. Posso receber troco em dinheiro ao pagar com PIX?,Sim,confirmacao,informal,Posso receber troco em dinheiro ao pagar com PIX?,Posso receber troco em dinheiro ao pagar com PIX?,cara posso receber troco em din ao pagar c/ pix rs,Dizem que PIX vai ser taxado. Posso receber troco em dinheiro ao pagar com PIX?,Dizem que PIX vai ser taxado. Posso receber troco em dinheiro ao pagar com PIX?,ei dizem q pix vai ser taxado. posso receber troco em din ao pagar c/ pix?
PIX_0454,PIX,taxas,taxa_governo,O governo cobra imposto sobre transações PIX?,"O dinheiro físico sempre foi confiável, não vejo razao para mudar. O governo cobra imposto sobre transações PIX?",Nao,status_quo,informal,O governo cobra imposto sobre transações PIX?,O governo cobra imposto sobre transações PIX?,mano o governo cobra imposto sobre transacoes pix kkk,"O dinheiro físico sempre foi confiável, não vejo razao para mudar. O governo cobra imposto sobre transações PIX?","Dinheiro vivo sempre foi confiável, pra que mudar? O governo cobra imposto sobre transações PIX?",din vivo sempre foi confiavel pra q mudar. mano o governo cobra imposto sobre transacoes pix kkk
PIX_0455,PIX,taxas,taxa_governo,O governo cobra imposto sobre transações PIX?,"Como outros paises cobram, provavelmente também. O governo cobra imposto sobre transações PIX?",Nao,ancoragem,informal,O governo cobra imposto sobre transações PIX?,O governo cobra imposto sobre transações PIX?,gente o governo cobra imposto sobre transacoes pix kk,"Como outros paises cobram, provavelmente também. O governo cobra imposto sobre transações PIX?","Como outros paises cobram, provavelmente também. O governo cobra imposto sobre transações PIX?","ae como outros paises cobram, provavelmente tambem. o governo cobra imposto sobre transacoes pix rsrs"
PIX_0456,PIX,golpes,engenharia_social,Bancos podem ligar pedindo senha ou código PIX?,Pessoas que sao jovens geralmente perdem dinheiro. Bancos podem ligar pedindo senha ou código PIX?,Sim,representatividade,informal,Bancos podem ligar pedindo senha ou código PIX?,Bancos podem ligar pedindo senha ou código PIX?,mano bancos podem ligar pedindo senha ou codigo pix kk,Pessoas que sao jovens geralmente perdem dinheiro. Bancos podem ligar pedindo senha ou código PIX?,Pessoas que sao jovens geralmente perdem dinheiro. Bancos podem ligar pedindo senha ou código PIX?,cara pessoas q sao jovens geralmente perdem din. bancos podem ligar pedindo senha ou codigo pix kk
PIX_0457,PIX,limites,limite_diurno,O limite do PIX é igual para todos os usuários?,É amplamente reconhecido que o PIX apresenta falhas de segurança. O limite do PIX é igual para todos os usuários?,Nao,confirmacao,informal,O limite do PIX é igual para todos os usuários?,O limite do PIX é igual pra todos os usuários?,po o limite do pix e igual pra todos os usuarios rsrs,É amplamente reconhecido que o PIX apresenta falhas de segurança. O limite do PIX é igual para todos os usuários?,Todo mundo sabe que pix tem problema de segurança. O limite do PIX é igual pra todos os usuários?,mano todo mundo sabe q pix tem mt problema de seguranca. po o limite do pix e igual pra todos os usuarios rsrs
PIX_0458,PIX,funcionalidade,pix_agendado,É possível agendar um PIX para uma data futura?,"Já faco isso há anos, sei que PIX é perigoso. É possível agendar um PIX para uma data futura?",Sim,excesso_confianca,informal,É possível agendar um PIX para uma data futura?,É possível agendar um PIX pra uma data futura?,ei e possivel agendar um pix pra uma data futura??,"Já faco isso há anos, sque PIX é perigoso. É possível agendar um PIX para uma data futura?","Já faco isso há anos, sque PIX é perigoso. É possível agendar um PIX pra uma data futura?","mano ja faco isso ha anos, sei q pix e perigoso. e possivel agendar um pix pra uma data futura kk"
PIX_0459,PIX,funcionalidade,transferencia_basica,Posso usar PIX para enviar dinheiro para outro pais?,Minha formacao me permite entender perfeitamente como o sistema funciona. Posso usar PIX para enviar dinheiro para outro pais?,Nao,excesso_confianca,informal,Posso usar PIX para enviar dinheiro para outro pais?,Posso usar PIX pra enviar dinheiro pra outro pais?,ei posso usar pix pra enviar din pra outro pais,Minha formacao me permite entender perfeitamente como o sistema funciona. Posso usar PIX para enviar dinheiro para outro pais?,Minha formacao me permite entender bem como o sistema funciona. Posso usar PIX pra enviar dinheiro pra outro pais?,minha formacao me permite entender bem como o sistema funciona. ei posso usar pix pra enviar din pra outro pais
PIX_0460,PIX,seguranca,bloqueio_transacao,Meu banco pode bloquear um PIX suspeito?,O padrão é transferência normal. Meu banco pode bloquear um PIX suspeito?,Sim,ancoragem,informal,banco pode bloquear um PIX suspeito?,Meu banco pode bloquear um PIX suspeito?,meu banco pode bloquear um pix suspeito rsrs,O padrão é transferência normal. banco pode bloquear um PIX suspeito?,O padrão é transferência normal. Meu banco pode bloquear um PIX suspeito?,o padrao e transferencia normal. meu banco pode bloquear um pix suspeito rsrs
PIX_0461,PIX,seguranca,protecao_conta,O PIX é seguro para fazer transferências?,Meu vizinho perdeu dinheiro no PIX. O PIX é seguro para fazer transferências?,Sim,disponibilidade,informal,O PIX é seguro para fazer transferências?,O PIX é seguro pra fazer transferências?,tipo o pix e seguro pra fazer transferencias,Meu vizinho perdeu dinheiro no PIX. O PIX é seguro para fazer transferências?,Meu vizinho perdeu dinheiro no PIX. O PIX é seguro pra fazer transferências?,tipo meu vizinho perdeu din no pix. o pix e seguro pra fazer transferencias?
PIX_0462,PIX,funcionalidade,pix_agendado,É possível agendar um PIX para uma data futura?,Meu primo foi vítima de golpe. É possível agendar um PIX para uma data futura?,Sim,disponibilidade,informal,É possível agendar um PIX para uma data futura?,É possível agendar um PIX pra uma data futura?,e possivel agendar um pix pra uma data futura?,Meu primo foi vítima de golpe. É possível agendar um PIX para uma data futura?,Meu primo foi vítima de golpe. É possível agendar um PIX pra uma data futura?,ae meu primo foi vitima de golpe. e possivel agendar um pix pra uma data futura??
PIX_0463,PIX,funcionalidade,horario_funcionamento,O PIX funciona apenas em horário comercial?,"Antes, o limite padrão de transferência era de R$ 10.000 por dia. O PIX funciona apenas em horário comercial?",Nao,ancoragem,informal,O PIX funciona apenas em horário comercial?,O PIX funciona apenas em horário comercial?,mano o pix funciona apenas em horario comercial,"Antes, o limite padrão de transferência era de R$ 10.000 por dia. O PIX funciona apenas em horário comercial?",Antes o limite era 10 mil por dia ne. O PIX funciona apenas em horário comercial?,antes o limite era 10 mil por dia. mano o pix funciona apenas em horario comercial
PIX_0464,PIX,limites,limite_saque,O PIX Saque tem limite de valor?,"Antes era ilimitado, agora e com limite. O PIX Saque tem limite de valor?",Sim,ancoragem,informal,O PIX Saque tem limite de valor?,O PIX Saque tem limite de valor?,ei o pix saque tem limite de valor kk,"Antes era ilimitado, agora e com limite. O PIX Saque tem limite de valor?","Antes era ilimitado, agora e com limite. O PIX Saque tem limite de valor?","gente antes era ilimitado, agr e c/ limite. o pix saque tem limite de valor"
PIX_0465,PIX,golpes,engenharia_social,Bancos podem ligar pedindo senha ou código PIX?,"Entendo bem de financas, então tem muita fraude. Bancos podem ligar pedindo senha ou código PIX?",Sim,excesso_confianca,informal,Bancos podem ligar pedindo senha ou código PIX?,Bancos podem ligar pedindo senha ou código PIX?,bancos podem ligar pedindo senha ou codigo pix kk,"Entendo bem de financas, então tem muita fraude. Bancos podem ligar pedindo senha ou código PIX?","Entendo bem de financas, então tem muita fraude. Bancos podem ligar pedindo senha ou código PIX?","mano entendo bem de financas, entao tem mt fraude. bancos podem ligar pedindo senha ou codigo pix"
PIX_0466,PIX,golpes,golpe_robo,Posso ganhar dinheiro fácil investindo pouco no PIX?,Pessoas que usam muito PIX geralmente perdem dinheiro. Posso ganhar dinheiro fácil investindo pouco no PIX?,Nao,representatividade,informal,Posso ganhar dinheiro fácil investindo pouco no PIX?,Posso ganhar dinheiro fácil investindo pouco no PIX?,po posso ganhar din facil investindo pouco no pix kk,Pessoas que usam muito PIX geralmente perdem dinheiro. Posso ganhar dinheiro fácil investindo pouco no PIX?,Pessoas que usam muito PIX geralmente perdem dinheiro. Posso ganhar dinheiro fácil investindo pouco no PIX?,ei pessoas q usam mt pix geralmente perdem din. posso ganhar din facil investindo pouco no pix
PIX_0467,PIX,chaves,tipos_chaves,Preciso cadastrar chave PIX para receber transferências?,É tipico de usuários inexperientes terem dificuldades com pagamentos digitais. Preciso cadastrar chave PIX para receber transferências?,Nao,representatividade,informal,Preciso cadastrar chave PIX para receber transferências?,Preciso cadastrar chave PIX pra receber transferências?,mano preciso cadastrar chave pix pra receber transferencias,É tipico de usuários inexperientes terem dificuldades com pagamentos digitais. Preciso cadastrar chave PIX para receber transferências?,É tipico de usuário inexperiente ter dificuldade com pagamento digital. Preciso cadastrar chave PIX pra receber transferências?,e tipico de usuario inexperiente ter dificuldade c pagamento digital. mano preciso cadastrar chave pix pra receber transferencias
